,username,country,province,city,phone_terminal,content
109,打板女侠-V,中国,广东,韶关,,晚间上市公司重大事项公告【二】：一、重大事项公告：、金鸿顺：拟筹划资产重组事项股票明起停牌、思瑞浦：创芯微股权已过户完成、因赛集团：筹划重大资产重组股票明起停牌、泸州老窖等亿元于深圳投资成立合伙企业二、重大利好公告：、富信科技：第三季度净利润同比增长全文
110,MARIYN1C_,中国,广东,佛山,Android,费了好大劲，股票终于有点要回本的趋势债券全绿了泪造孽啊，安静让他躺在余额宝不好么
111,单行道_May,中国,湖北,咸宁,iPhone客户端,现在才看繁花虽然我不懂股票但我起码知道最高点肯定不能买入啊我看小江西那样，这剧我都不看敢追了🙈顺便好奇了一下股票，嗯，套路真深雨我无瓜
112,仙居杨梅-山里红,中国,浙江,台州,微博视频号,推荐关注以下股票、唐人神（）强烈推荐（稳定增长完全可预见）、新乡化纤（）、通用股份（）强烈推荐关注（业绩暴增完全可持续）、鲁北化工（仙居杨梅山里红的微博视频
113,谷致远打板,中国,北京,北京,iPhone 14 Pro,大家关心的，点欧菲光和四川长虹谁能成为总龙头？随着最近牛市预期不断增大，大资金不断涌入，东财亿的市值照样连续涨停所以这两天，市场选择了两个新的中等市值股票来做新龙头，那便是四川长虹和欧菲光！那么它们两只票，谁才是下个阶段真正的龙头呢？简单说下自己的看法：、人气热度全文
114,打板女侠-V,中国,广东,韶关,,华为正式发布纯血鸿蒙系统，成为与苹果系统和谷歌安卓系统鼎足并立的第三大操作系统华为概念和华为支付方向的主要股票周二大幅分化调整，短线自主可控的利好兑现，下一个关注华为的方向应放在半导体芯片领域，华为相关概念遇回调应有反复活跃机会机会，此外华为急迫进军的是人工全文
115,何在,中国,北京,北京,微博网页版,#股票##今日看盘##上证指数#《震荡向上有资金转向防御医药》上证指数还是阴阳交错的震荡走势，盘中夹杂不时的跳水：图片从今天表现好的股票来看，有进攻的科技类也有防守型的医药类图片市场一有动荡基本就有资金往防御类里面转长期看医药类的股票即是刚需又有成长性，往往是资金大的价值全文
116,葡萄艺菲,中国,辽宁,沈阳,荣耀80 GT 5G,人生能有几次博现在，普通人想赚大钱，一是彩票，概率是万分之一，适合所有人二是网红主播，概率是万分之一的成功率，最适合本钱少的岁到岁的年龄人，岁到岁的概率更低三是股票，概率是万之一，适合所有人买股票，参考巴非特，不想持有年，不要买入一定要，把每次买全文
117,降龙拾八涨,中国,北京,北京,股票超话,半导体行业最全产业链股票
118,深圳林宇辉,中国,江西,,iPhone 16 Pro,夜已深，关于明日股的行情，我再强调几句，防止有人没有看到：、今天晚上最大的消息就是，社科院金融所报告建议：发行万亿元特别国债支持设立股市平准基金、何为平准基金？就是国家队亲自下场买股票，以确保股市平稳健康运行此消息虽然只是建议，但先吹吹风，把预期拉满、炒股，炒的全文
119,嘉嘉的第六感,中国,广东,韶关,财经超话,利好消息亿元互换便利资金今天开始买股，点将是股牛市新起点：今天股尾盘为何翻红？一看就是国家资金开始拉指数而今天根据中金公司、国泰君安等券商公告，亿元互换便利资金今天开始买股票，估计也卖出了国债所以今天年国债指数，今天也暴跌了只要债基下跌，股市就有源源不全文
120,散户流浪,中国,海南,陵水黎族自治县,微博网页版,为什么现在对股票提不起兴趣？复盘也草草了事，不想多看？只是想在股票上养成一个习惯？有必要不？还是为以后做长线考虑？主要是正反馈太虚无缥缈了，没有期货来的实在！可惜了这么多年学习吃的苦、受的难，甚至把一个业务员变成了程序员，太操蛋了！弄会了又不做了哎，我咋个就这么苦哦！
121,超导少年,中国,江苏,苏州,iPhone 14 Pro,家股公司（其中民企家）公告回购增持再贷款情况，成为继月日晚首批家公司集体公告后的第二批次集中公告，相关公司（用途，贷款额）公告情况如下：安孚科技（增持，万元至万元，集中竞价增持金额由万元调增至不低于万元）；金宏气体（回购，上限万元）；外高桥（增持，不全文
122,打板女侠-V,中国,广东,韶关,,大盘不想跌，但是感觉也冲不上去了普涨普跌的行情结束了板块轮动踏不准的容易左右挨打短线技术不行的还是退出吧虽然指数没涨，但是每天几百亿的资金流出
123,牛春宝,中国,上海,上海,,出手了：据券商中国消息，中金公司于年月日在“证券、基金、保险公司互换便利”项下首次买入股票下一步中金公司将继续使用互换便利业务获得的资金进一步增持股票，坚决落实党中央决策部署，助力资本市场健康稳定发展
124,金索银索,中国,陕西,咸阳,微博网页版,星期二两市成交量亿，红盘家数只，涨停股票只，没有跌停股票，指数低开高走，收小阳线稳定指数还得靠金融券商，券商走好指数稳定，情绪题材继续高歌猛进，午后有部分资金兑现，后排的筹码松动炸板又回封，分歧开始加大，预计明天分歧进一步加大，不可追高，不可迷恋后排，等全文
125,莲子豆豆,中国,湖北,宜昌,微博网页版,月日全球基金净卖出亿卢比印度股票
126,爱吃团团怎么了,中国,江苏,苏州,,++#呼兰开心点#前一阵看到股暴涨有些人挣得盆满钵满我就眼红，但今天看到呼兰在脱友讲自己股暴涨我只想哈哈大笑啊啊啊啊，难道这就是独属于时间差的“笑料”？呼兰前一阵炒股挣到钱，本来想写的段子写到一半，突然股票涨了搞得他大激动，开始改讲自己炒股的事，在台上那叫一个得瑟——“我们主全文
127,打板女侠-V,中国,广东,韶关,,年月日(周二)游资买卖数据汇总知名游资股票涨幅净额呼家楼欧菲光拓维信息中文在线葛卫东力源信息六一路川润股份全文
128,夏林财商,中国,浙江,宁波,,#建议发行万亿国债设立股市平准基金#社科院还在喊平准基金，哎…股票如果真的有价值，国家队都买去不就行了，买去也是为国家储备财富…如果没价值，凭什么去干预市场波动呢，还要以稀释全民货币为成本…在干预的过程中，又会产生多少不公和腐败呢…有一个国家队还不够，还要来第二个，那还要市全文
129,A股大猩猩,中国,广东,佛山,,突发重大利好，平准基金真的要来了吗？社科院建议发行万亿国债设立股市平准基金，发改委则马上表示，年继续发行特别长期国债股市走牛的资金，是不是有戏了？#股票#
130,还有几十年啊,中国,重庆,重庆,iPhone客户端,会省钱会花钱也是一种能力在可控的范围内分配已有资源使其满足自己利益最大化不会算什么股票基金但擅长对于自己生活额度的分配还算蛮有趣的游戏
131,DTinthehouse_,中国,江苏,,iPhone客户端,今天是受到后姐姐们关爱的一天兔子最后跟艳姐去吃饭啦，祝艳姐股票多来几个涨停板求饶
132,lynnjin,中国,上海,上海,iPhone客户端,股票：科创
133,波段狙击手1号,中国,广西,南宁,iPhone客户端,英伟达盘中再破历史新高#财经#财经#股票#股票股票分析股市分析股市
134,A股民帮主,中国,广东,深圳,iPhone客户端,半导体突发利空消息！机构减持，板块短期回调压力加大刚刚传来一条与半导体板块相关的消息：中芯国际公告称，易方达上证科创板减持了公司万股股股票这对本就处于高位震荡的半导体板块来说，显然是一个偏空的信号半导体冲高回落，短线走势尚不确定从昨天的市场表现来看，半导体板全文
135,李轩豪论市,中国,广东,韶关,iPhone 14 Pro,股炒作华为科技概念，一堆垃圾股大涨股炒作人工智能概念，一堆垃圾股大涨股炒作芯片半导体概念，一堆垃圾股大涨，这是目前我国股存在的最大问题，部分机构和散户非常不成熟，放着好公司的股票不买偏偏要买垃圾股，什么是垃圾股，就是长期亏损的，几乎不分红的，一家上市公司，得到全文
136,理性智远2020,中国,江苏,南京,HUAWEI P60,在宝洁年以亿美元收购吉列时，巴菲特通过换股和购买共持有一亿股宝洁股票，以后在年又购买万股，从年起就是一个逐渐退出的过程，这可能和宝洁品牌太多有关，单纯吉列刀片的销售额仅占宝洁销售额的左右到年末减持了接近一半的持仓，根据历年股价推测套现大概多亿美元，在全文
137,大周期趋势,中国,江苏,无锡,微博网页版,余家股上市公司本周披露并购重组最新公告
138,qqerbao158,中国,上海,上海,微博轻享版,如果我重来一次我会做什么赚钱，炒股票，买房子一开始的钱哪里来来自好工作吧什么工作好教育的工作好三十年河东，三十年河西尽快去好行业我关键是行动力差行动起来直接去做
139,我说一切都是缘分吧_,中国,北京,北京,微博网页版,不管是股票还是期货，如果能买在上涨的起点，或是买在下跌的最低点附近，那么后续就能赚钱股道热肠也@股道热肠也转发微博
140,广州楼市思考,中国,广东,广州,房地产超话,住别墅的好处就是可以有一个院子，能安放我们的兴趣和爱好我的爱好是养锦鲤，孩子们的爱好也是养小动物每天清晨起来浇花，除草，喂鱼，晨练，中年生活不过如此！降低对生活的欲望，降低对未来的预期，珍惜当下的每一天！人生中除了投资、理财、资产增值、股票、房产以外，还有更重要的很多事情全文
141,A股民帮主,中国,广东,深圳,iPhone客户端,利好消息亿元互换便利资金今天开始买股，点将是股牛市新起点：今天股尾盘为何翻红？一看就是国家资金开始拉指数而今天根据中金公司、国泰君安等券商公告，亿元互换便利资金今天开始买股票，估计也卖出了国债所以今天年国债指数，今天也暴跌了只要债基下跌，股市就有源源不全文
142,宇非同行,中国,江西,南昌,HUAWEI Mate 60,首单！首单！首单！互换便利（）和回购增持再贷款均有实质性进展月日，中金公司在“证券、基金、保险公司互换便利”项下首次买入股票；国泰君安完成互换便利全市场首单国债换入交易；中银证券落地市场首单大股东增持再贷款证券服务在业内人士看来，两大创新货币政策工具是监管层支全文
143,嘿嘿的光,中国,浙江,金华,iPhone 14,现在白天基本没啥时间看盘了，基本都是白天下班后复盘下，然后有买点第二天开盘买，像股票短线模式和上班冲突，暂时放弃了，目前就买指数基金
144,爱腾社,中国,广东,广州,iPhone客户端,人的精力有限，不可能做短线，又做长线，做震荡，又做趋势，做日内，又做隔夜，又做股票，又做期货选择一个适合自己的方向，长期沉浸，才能赚到行业溢价这个方向最好是更新的、更年轻的、管制更少的
145,宋谈股经,中国,江西,南昌,微博网页版,【二级市场方面，并购重组龙头股双成药业收盘天板录得连板、华立股份连板、光智科技收获连续七个涨停，余家股上市公司本周披露并购重组最新公告！】月日截至发稿，据不完全统计，本周包括禾信仪器、金鸿顺、因赛集团、龙源电力、兴民智通、沈阳机床、四川双马、中英科技、一汽解放全文
